"330","33","320","326","37350","2","1175","0","0","25","2","7","13","2012-02-03"
"331","33","320","318","38290","2","1215","0","0","25","2","7","20","2013-02-18"
"332","33","321","295","41275","2","1280","0","0","26","5","7","47","2013-01-12"
"333","33","321","323","37697","2","1175","0","0","25","2","7","12","2013-02-03"
"334","33","321","352","34592","3","1097","0","0","26","2","7","3","1991-01-01"
"335","33","321","313","38902","2","1228","0","0","25","2","7","12","2012-02-03"
"336","33","321","331","36786","2","1162","0","0","25","2","7","20","2013-02-18"
"337","33","325","148","25867","2","1201","0","0","25","2","7","20","2013-02-18"
"341","33","358","133","25166","2","1162","0","0","22","2","7","21","2013-02-19"
"342","33","358","116","28855","2","1280","0","0","28","2","7","59","2013-03-12"
"343","33","360","127","26355","2","1215","0","0","25","2","7","26","2013-02-01"
"344","33","360","126","26564","2","1228","0","0","25","2","7","22","2013-01-18"
"345","33","360","129","25946","2","1175","0","0","25","2","7","16","2013-02-07"
"346","33","360","128","26149","2","1215","0","0","25","2","7","16","2013-02-07"
"347","33","360","130","25747","2","1175","0","0","25","2","7","17","2013-02-09"
"348","33","360","128","26149","2","1201","0","0","25","2","7","17","2013-02-09"
"349","33","360","126","26564","2","1215","0","0","25","2","7","17","2013-02-09"
"350","33","360","128","26149","2","1201","0","0","25","2","7","17","2013-02-09"
"351","33","360","131","25550","2","1162","0","0","24","2","7","18","2013-02-12"
"352","33","360","126","26564","2","1228","0","0","25","2","7","18","2013-02-12"
"353","33","360","129","25946","2","1201","0","0","25","2","7","18","2013-02-12"
"354","33","360","128","26149","2","1201","0","0","25","2","7","18","2013-02-12"
"355","33","361","130","25747","2","1162","0","0","24","2","7","17","2013-02-09"
"356","33","361","125","26777","2","1228","0","0","25","2","7","26","2013-02-01"
"357","33","361","127","26355","2","1201","0","0","25","2","7","14","2012-02-05"
"358","33","361","131","25550","2","1150","0","0","25","2","7","15","2012-02-05"
"359","33","361","131","25550","2","1162","0","0","24","2","7","16","2013-02-07"
"360","33","361","125","26777","2","1228","0","0","25","2","7","16","2013-02-07"
"361","33","361","126","26564","2","1215","0","0","25","2","7","16","2013-02-07"
"362","33","361","126","26564","1","1215","0","0","25","2","7","16","2013-02-07"
"363","33","361","127","26355","2","1215","0","0","25","2","7","17","2013-02-09"
"364","33","361","125","26777","2","1228","0","0","25","2","7","17","2013-02-09"
"365","33","361","126","26564","2","1215","0","0","25","2","7","17","2013-02-09"
"366","33","361","130","25747","2","1175","0","0","25","2","7","18","2013-02-12"
"367","33","361","127","26355","2","1201","0","0","25","2","7","18","2013-02-12"
"368","33","361","126","26564","2","1215","0","0","25","2","7","18","2013-02-12"
"369","33","361","127","26355","2","1215","0","0","25","2","7","18","2013-02-12"
"371","34","318","333","36565","1","1084","0","0","30","5","9","46","1991-01-01"
"372","34","318","318","38290","1","0","0","0","30","2","7","3","2012-09-30"
"373","34","319","333","36565","1","1084","0","0","30","5","9","46","1991-01-01"
"374","34","319","319","38170","1","0","0","0","30","2","7","3","2012-09-30"
"375","34","320","332","36675","1","1084","0","0","30","5","9","46","1991-01-01"
"376","34","320","318","38290","1","0","0","0","30","2","7","3","2012-09-30"
"377","34","321","318","38290","1","0","0","0","30","2","7","3","2012-09-30"
"378","34","325","140","27346","2","1202","0","0","28","2","9","56","2013-03-01"
"387","34","360","146","22925","1","1084","0","0","30","5","9","46","1991-01-01"
"388","34","360","127","26355","1","0","0","0","30","2","7","3","2012-09-30"
"389","34","361","144","23244","1","1084","0","0","30","5","9","46","1991-01-01"
"390","34","361","126","26564","1","0","0","0","30","2","7","3","2012-09-30"
"393","35","318","411","29626","1","620","0","0","30","2","7","51","2013-01-17"
"394","35","320","642","18966","1","620","0","0","30","2","7","51","2013-01-29"
"395","35","321","642","18966","1","620","0","0","30","2","7","51","2013-01-16"
"396","35","360","182","18390","1","620","0","0","30","2","7","51","2013-01-20"
"397","35","361","192","17433","1","620","0","0","30","2","7","51","2013-01-19"
"399","36","318","290","41987","1","1254","0","0","30","5","9","46","1991-01-01"
"400","36","321","274","44439","1","1254","0","0","30","5","9","46","1991-01-01"
"402","36","360","105","31877","3","0","0","0","30","5","9","35","2013-02-03"
"403","36","361","94","35607","1","1254","0","0","30","5","9","46","1991-01-01"
"405","37","318","282","43178","1","1188","0","0","30","5","9","46","1991-01-01"
"406","37","319","286","42574","1","1189","0","0","30","5","9","46","1991-01-01"
"407","37","319","284","42874","1","1200","0","0","30","5","9","46","1991-01-01"
"408","37","321","282","43178","1","1200","0","0","30","5","9","46","1991-01-01"
"409","37","361","100","33471","1","1188","0","0","30","5","9","46","1991-01-01"
"410","38","473","660","2402","3","550","0","0","1","3","9","5","1991-01-01"
"414","40","473","381","4161","3","650","0","0","31","3","9","59","2013-02-19"
"415","41","472","278","6912","3","840","0","0","31","3","9","59","2013-02-19"
"416","42","473","172","9217","2","950","0","0","2","3","2","34","1991-01-01"
"417","43","473","191","8300","1","880","0","0","2","3","9","58","1991-01-01"
"418","44","473","385","4118","3","800","0","0","1","3","9","52","1991-01-01"
"419","45","473","297","5338","3","1000","0","0","2","3","2","29","1991-01-01"
"420","46","472","399","4815","2","950","0","0","3","3","9","59","2013-03-12"
